pdb_id,asym_id,chain_id,length,model_id,filename,is_membrane_env,Deposited Model Count
1NKO,A,A,127,0,1NKO.cif.gz,False,1
6RRV,A,A,127,0,6RRV.cif.gz,False,1
2CSO,A,A,127,0,2CSO.cif.gz,False,20
2H09,A,A,127,0,2H09.cif.gz,False,1
2HH8,A,A,127,0,2HH8.cif.gz,False,20
1JB3,A,A,127,0,1JB3.cif.gz,False,1
1QKL,A,A,127,0,1QKL.cif.gz,False,22
1PQN,A,A,127,0,1PQN.cif.gz,False,20
5M1U,A,A,127,0,5M1U.cif.gz,False,20
2JU3,A,A,127,0,2JU3.cif.gz,False,10
1WIJ,A,A,127,0,1WIJ.cif.gz,False,20
1XD7,A,A,127,0,1XD7.cif.gz,False,1
2TMP,A,A,127,0,2TMP.cif.gz,False,49
1EAL,A,A,127,0,1EAL.cif.gz,False,5
1X5M,A,A,127,0,1X5M.cif.gz,False,20
2DMK,A,A,127,0,2DMK.cif.gz,False,20
1UEY,A,A,127,0,1UEY.cif.gz,False,20
4UYI,A,A,127,0,4UYI.cif.gz,False,1
2LOE,A,A,127,0,2LOE.cif.gz,False,20
2MPL,A,A,127,0,2MPL.cif.gz,False,20
6FD7,A,A,127,0,6FD7.cif.gz,False,20
2IHD,A,A,127,0,2IHD.cif.gz,False,1
3O5P,A,A,128,0,3O5P.cif.gz,False,1
5AIW,A,A,128,0,5AIW.cif.gz,False,20
1UF1,A,A,128,0,1UF1.cif.gz,False,20
4AR0,A,A,128,0,4AR0.cif.gz,False,20
2LR4,A,A,128,0,2LR4.cif.gz,False,20
4DFI,A,A,128,0,4DFI.cif.gz,False,1
1CMZ,A,A,128,0,1CMZ.cif.gz,False,20
2K0R,A,A,128,0,2K0R.cif.gz,False,20
6ALI,A,A,128,0,6ALI.cif.gz,False,20
2FM4,A,A,128,0,2FM4.cif.gz,False,11
2MAH,A,A,128,0,2MAH.cif.gz,False,20
1RY4,A,A,128,0,1RY4.cif.gz,False,20
1KMZ,A,A,128,0,1KMZ.cif.gz,False,1
2AYA,A,A,128,0,2AYA.cif.gz,False,20
2I4K,A,A,128,0,2I4K.cif.gz,False,10
4NS0,A,A,128,0,4NS0.cif.gz,False,1
3A7L,A,A,128,0,3A7L.cif.gz,False,1
2LS0,A,1,128,0,2LS0.cif.gz,False,10
3CHY,A,A,128,0,3CHY.cif.gz,False,1
1U2B,A,A,128,0,1U2B.cif.gz,False,1
1UG7,A,A,128,0,1UG7.cif.gz,False,20
2YTU,A,A,128,0,2YTU.cif.gz,False,20
2D87,A,A,128,0,2D87.cif.gz,False,20
5ZRP,A,A,128,0,5ZRP.cif.gz,False,1
2DIB,A,A,128,0,2DIB.cif.gz,False,20
5H7U,A,A,128,0,5H7U.cif.gz,False,20
2KC2,A,A,128,0,2KC2.cif.gz,False,10
2ETT,A,A,128,0,2ETT.cif.gz,False,20
2K45,A,A,128,0,2K45.cif.gz,False,20
2KSN,A,A,128,0,2KSN.cif.gz,False,10
2EBM,A,A,128,0,2EBM.cif.gz,False,20
2EBK,A,A,128,0,2EBK.cif.gz,False,20
1IJT,A,A,128,0,1IJT.cif.gz,False,1
3VYJ,A,A,128,0,3VYJ.cif.gz,False,1
1C20,A,A,128,0,1C20.cif.gz,False,21
1M47,A,A,128,0,1M47.cif.gz,False,1
4F55,A,A,128,0,4F55.cif.gz,False,1
2RLO,A,A,128,0,2RLO.cif.gz,False,20
2LVL,A,A,128,0,2LVL.cif.gz,False,20
5N9Q,A,A,128,0,5N9Q.cif.gz,False,15
2KVR,A,A,128,0,2KVR.cif.gz,False,20
6CJD,A,A,128,0,6CJD.cif.gz,False,20
2DB5,A,A,128,0,2DB5.cif.gz,False,20
2RV8,A,A,128,0,2RV8.cif.gz,False,30
2LF8,A,A,128,0,2LF8.cif.gz,False,19
1GKN,A,A,128,0,1GKN.cif.gz,False,24
2DAY,A,A,128,0,2DAY.cif.gz,False,20
5YYX,A,A,128,0,5YYX.cif.gz,False,1
2KJD,A,A,128,0,2KJD.cif.gz,False,20
2VQ8,A,A,128,0,2VQ8.cif.gz,False,1
1WHN,A,A,128,0,1WHN.cif.gz,False,20
2JZD,A,A,129,0,2JZD.cif.gz,False,20
6JXP,A,A,129,0,6JXP.cif.gz,False,1
2D8M,A,A,129,0,2D8M.cif.gz,False,20
4QXK,A,A,129,0,4QXK.cif.gz,False,1
1IEE,A,A,129,0,1IEE.cif.gz,False,1
2A2P,A,A,129,0,2A2P.cif.gz,False,20
3ZG4,A,A,129,0,3ZG4.cif.gz,False,20
1PDO,A,A,129,0,1PDO.cif.gz,False,1
2E7G,A,A,129,0,2E7G.cif.gz,False,20
3GWM,A,A,129,0,3GWM.cif.gz,False,1
2N9U,A,A,129,0,2N9U.cif.gz,False,20
1O5L,A,A,129,0,1O5L.cif.gz,False,1
1MSC,A,A,129,0,1MSC.cif.gz,False,1
2KGW,A,A,129,0,2KGW.cif.gz,False,10
1BFF,A,A,129,0,1BFF.cif.gz,False,1
1MUT,A,A,129,0,1MUT.cif.gz,False,15
2D48,A,A,129,0,2D48.cif.gz,False,1
2KIA,A,A,129,0,2KIA.cif.gz,False,20
1X1G,A,A,129,0,1X1G.cif.gz,False,20
2LG7,A,A,129,0,2LG7.cif.gz,False,20
1P6Q,A,A,129,0,1P6Q.cif.gz,False,16
1Z1Z,A,A,129,0,1Z1Z.cif.gz,False,1
1A9V,A,A,129,0,1A9V.cif.gz,False,10
1EZT,A,A,129,0,1EZT.cif.gz,False,1
2R18,A,A,129,0,2R18.cif.gz,False,1
6BL5,A,A,129,0,6BL5.cif.gz,False,1
2W0G,A,A,129,0,2W0G.cif.gz,False,1
2ES0,A,A,129,0,2ES0.cif.gz,False,1
1WLX,A,A,129,0,1WLX.cif.gz,False,20
1X05,A,A,129,0,1X05.cif.gz,False,20
4MQ3,A,A,129,0,4MQ3.cif.gz,False,1
1HPW,A,A,129,0,1HPW.cif.gz,False,10
3O48,A,A,129,0,3O48.cif.gz,False,1
2DMZ,A,A,129,0,2DMZ.cif.gz,False,20
2KWP,A,A,129,0,2KWP.cif.gz,False,20
2K3O,A,A,129,0,2K3O.cif.gz,False,10
2YRN,A,A,129,0,2YRN.cif.gz,False,20
2KQV,A,A,129,0,2KQV.cif.gz,False,20
2MXA,A,A,129,0,2MXA.cif.gz,False,10
1VMH,A,A,129,0,1VMH.cif.gz,False,1
2K1G,A,A,129,0,2K1G.cif.gz,False,20
2JPU,A,A,129,0,2JPU.cif.gz,False,20
1NWV,A,A,129,0,1NWV.cif.gz,False,42
1UAT,A,A,129,0,1UAT.cif.gz,False,1
2CZO,A,A,130,0,2CZO.cif.gz,False,20
2MPE,A,A,130,0,2MPE.cif.gz,False,15
2K4K,A,A,130,0,2K4K.cif.gz,False,20
2K0S,A,A,130,0,2K0S.cif.gz,False,5
2GQB,A,A,130,0,2GQB.cif.gz,False,20
2RV9,A,A,130,0,2RV9.cif.gz,False,10
1GXE,A,A,130,0,1GXE.cif.gz,False,10
2JZA,A,A,130,0,2JZA.cif.gz,False,20
5EPB,A,A,130,0,5EPB.cif.gz,False,1
2LQ3,A,A,130,0,2LQ3.cif.gz,False,20
1N3K,A,A,130,0,1N3K.cif.gz,False,20
5X1X,A,A,130,0,5X1X.cif.gz,False,20
1JHC,A,A,130,0,1JHC.cif.gz,False,1
2K9M,A,A,130,0,2K9M.cif.gz,False,20
2KAA,A,A,130,0,2KAA.cif.gz,False,20
5XVL,A,A,130,0,5XVL.cif.gz,False,1
2MK4,A,A,130,0,2MK4.cif.gz,False,20
1GD5,A,A,130,0,1GD5.cif.gz,False,20
1XKE,A,A,130,0,1XKE.cif.gz,False,20
2N93,A,A,130,0,2N93.cif.gz,False,10
5NQO,A,A,130,0,5NQO.cif.gz,False,1
4UMG,A,A,130,0,4UMG.cif.gz,False,1
4CXI,A,A,130,0,4CXI.cif.gz,False,1
3QWM,A,A,130,0,3QWM.cif.gz,False,1
2DKS,A,A,130,0,2DKS.cif.gz,False,20
3HJ7,A,A,130,0,3HJ7.cif.gz,False,1
1V88,A,A,130,0,1V88.cif.gz,False,20
2LGO,A,A,130,0,2LGO.cif.gz,False,20
2CSP,A,A,130,0,2CSP.cif.gz,False,20
2EXN,A,A,130,0,2EXN.cif.gz,False,10
2CQ9,A,A,130,0,2CQ9.cif.gz,False,20
1WFO,A,A,130,0,1WFO.cif.gz,False,20
3BJ5,A,A,130,0,3BJ5.cif.gz,False,1
5DBL,A,A,130,0,5DBL.cif.gz,False,1
1A63,A,A,130,0,1A63.cif.gz,False,10
2ZIB,A,A,130,0,2ZIB.cif.gz,False,1
2D4P,A,A,130,0,2D4P.cif.gz,False,1
2L3B,A,A,130,0,2L3B.cif.gz,False,20
6FLJ,A,A,130,0,6FLJ.cif.gz,False,1
2DIY,A,A,130,0,2DIY.cif.gz,False,20
6IQF,A,A,130,0,6IQF.cif.gz,False,1
2DML,A,A,130,0,2DML.cif.gz,False,20
2DNX,A,A,130,0,2DNX.cif.gz,False,20
2EH0,A,A,130,0,2EH0.cif.gz,False,20
2LYC,A,A,130,0,2LYC.cif.gz,False,20
2LSL,A,A,130,0,2LSL.cif.gz,False,20
2EDG,A,A,130,0,2EDG.cif.gz,False,20
1AWE,A,A,130,0,1AWE.cif.gz,False,20
3RX9,A,A,130,0,3RX9.cif.gz,False,1
1V95,A,A,130,0,1V95.cif.gz,False,20
1I16,A,A,130,0,1I16.cif.gz,False,20
2LST,A,A,130,0,2LST.cif.gz,False,20
3NPH,A,B,131,0,3NPH.cif.gz,False,1
2E9G,A,A,131,0,2E9G.cif.gz,False,20
5HDW,A,A,131,0,5HDW.cif.gz,False,1
3HD4,A,A,131,0,3HD4.cif.gz,False,1
2DMW,A,A,131,0,2DMW.cif.gz,False,20
2N7G,A,A,131,0,2N7G.cif.gz,False,20
3QD7,A,X,131,0,3QD7.cif.gz,False,1
4OUN,A,A,131,0,4OUN.cif.gz,False,1
5II8,A,A,131,0,5II8.cif.gz,False,1
2M2B,A,A,131,0,2M2B.cif.gz,False,20
2NNZ,A,A,131,0,2NNZ.cif.gz,False,20
2A0A,A,A,131,0,2A0A.cif.gz,False,10
2MK5,A,A,131,0,2MK5.cif.gz,False,20
2DI9,A,A,131,0,2DI9.cif.gz,False,20
2ABO,A,A,131,0,2ABO.cif.gz,False,1
2LJ6,A,A,131,0,2LJ6.cif.gz,False,15
2AWF,A,A,131,0,2AWF.cif.gz,False,1
1SO9,A,A,131,0,1SO9.cif.gz,False,30
1T3Y,A,A,131,0,1T3Y.cif.gz,False,1
2MNG,A,A,131,0,2MNG.cif.gz,False,10
1XN8,A,A,131,0,1XN8.cif.gz,False,20
2CD7,A,A,131,0,2CD7.cif.gz,False,1
2KV3,A,A,131,0,2KV3.cif.gz,False,20
5Y6G,A,A,131,0,5Y6G.cif.gz,False,1
2KZ8,A,A,131,0,2KZ8.cif.gz,False,20
2M2K,A,A,131,0,2M2K.cif.gz,False,20
2RUH,A,A,131,0,2RUH.cif.gz,False,20
5I4C,A,A,131,0,5I4C.cif.gz,False,1
2KZX,A,A,131,0,2KZX.cif.gz,False,20
2L7A,A,A,131,0,2L7A.cif.gz,False,20
1LIT,A,A,131,0,1LIT.cif.gz,False,1
2FE0,A,A,131,0,2FE0.cif.gz,False,24
1WFI,A,A,131,0,1WFI.cif.gz,False,20
1UAP,A,A,131,0,1UAP.cif.gz,False,20
5WF9,A,A,131,0,5WF9.cif.gz,False,1
1WFG,A,A,131,0,1WFG.cif.gz,False,20
2L17,A,A,131,0,2L17.cif.gz,False,20
2NC9,A,A,131,0,2NC9.cif.gz,False,20
2N3T,A,A,131,0,2N3T.cif.gz,False,10
2KNO,A,A,131,0,2KNO.cif.gz,False,20
1J23,A,A,131,0,1J23.cif.gz,False,1
1IFC,A,A,131,0,1IFC.cif.gz,False,1
2JX0,A,A,131,0,2JX0.cif.gz,False,20
2MGX,A,A,131,0,2MGX.cif.gz,False,15
2OUT,A,A,131,0,2OUT.cif.gz,False,20
2HI6,A,A,132,0,2HI6.cif.gz,False,20
2LC0,A,A,132,0,2LC0.cif.gz,False,30
1V61,A,A,132,0,1V61.cif.gz,False,20
4GZC,A,A,132,0,4GZC.cif.gz,False,1
6CUI,A,A,132,0,6CUI.cif.gz,False,20
2KL3,A,A,132,0,2KL3.cif.gz,False,20
1HH1,A,A,132,0,1HH1.cif.gz,False,1
3CO1,A,A,132,0,3CO1.cif.gz,False,1
2WGN,A,B,132,0,2WGN.cif.gz,False,25
4UWW,A,A,132,0,4UWW.cif.gz,False,1
1NXI,A,A,132,0,1NXI.cif.gz,False,20
2KGS,A,A,132,0,2KGS.cif.gz,False,10
2RST,A,A,132,0,2RST.cif.gz,False,20
5D9R,A,A,132,0,5D9R.cif.gz,False,1
2JPE,A,A,132,0,2JPE.cif.gz,False,20
2GM2,A,A,132,0,2GM2.cif.gz,False,20
1WF6,A,A,132,0,1WF6.cif.gz,False,20
1R5S,A,A,132,0,1R5S.cif.gz,False,10
6HYN,A,A,132,0,6HYN.cif.gz,False,1
3S5V,A,A,132,0,3S5V.cif.gz,False,1
2L9M,A,A,132,0,2L9M.cif.gz,False,20
1IVZ,A,A,132,0,1IVZ.cif.gz,False,20
2L6N,A,A,132,0,2L6N.cif.gz,False,20
1X5H,A,A,132,0,1X5H.cif.gz,False,20
3R87,A,A,132,0,3R87.cif.gz,False,1
2KY9,A,A,132,0,2KY9.cif.gz,False,20
1ZBF,A,A,132,0,1ZBF.cif.gz,False,1
3B9U,A,A,132,0,3B9U.cif.gz,False,1
2E8F,A,A,132,0,2E8F.cif.gz,False,1
6GMS,A,A,132,0,6GMS.cif.gz,False,20
3TS9,A,A,132,0,3TS9.cif.gz,False,1
5NB9,A,A,133,0,5NB9.cif.gz,False,17
2MZ8,A,A,133,0,2MZ8.cif.gz,False,20
5H3M,A,A,133,0,5H3M.cif.gz,False,20
2DJK,A,A,133,0,2DJK.cif.gz,False,10
1X5D,A,A,133,0,1X5D.cif.gz,False,20
1WPI,A,A,133,0,1WPI.cif.gz,False,20
2DJ3,A,A,133,0,2DJ3.cif.gz,False,20
1TQZ,A,A,133,0,1TQZ.cif.gz,False,10
2LD6,A,A,133,0,2LD6.cif.gz,False,26
2A55,A,A,133,0,2A55.cif.gz,False,40
1AHQ,A,A,133,0,1AHQ.cif.gz,False,1
2AVK,A,A,133,0,2AVK.cif.gz,False,1
3T1S,A,A,133,0,3T1S.cif.gz,False,1
2MX8,A,A,133,0,2MX8.cif.gz,False,20
2DUN,A,A,133,0,2DUN.cif.gz,False,20
1K8H,A,A,133,0,1K8H.cif.gz,False,10
3RJ2,A,X,133,0,3RJ2.cif.gz,False,1
2EIF,A,A,133,0,2EIF.cif.gz,False,1
1WGS,A,A,133,0,1WGS.cif.gz,False,20
1WVH,A,A,133,0,1WVH.cif.gz,False,1
2AYZ,A,A,133,0,2AYZ.cif.gz,False,25
2N51,A,A,133,0,2N51.cif.gz,False,20
2POA,A,A,133,0,2POA.cif.gz,False,17
1KLX,A,A,133,0,1KLX.cif.gz,False,1
2P84,A,A,133,0,2P84.cif.gz,False,1
1IYG,A,A,133,0,1IYG.cif.gz,False,20
2XGV,A,A,133,0,2XGV.cif.gz,False,1
4CV4,A,A,133,0,4CV4.cif.gz,False,1
2CH0,A,A,133,0,2CH0.cif.gz,False,20
6NYC,A,A,133,0,6NYC.cif.gz,False,1
1GP0,A,A,133,0,1GP0.cif.gz,False,1
5E10,A,A,133,0,5E10.cif.gz,False,1
2KCO,A,A,133,0,2KCO.cif.gz,False,20
5JW8,A,A,133,0,5JW8.cif.gz,False,1
6AJZ,A,A,133,0,6AJZ.cif.gz,False,1
2GZP,A,A,134,0,2GZP.cif.gz,False,20
2LLY,A,A,134,0,2LLY.cif.gz,True,20
2GFU,A,A,134,0,2GFU.cif.gz,False,20
1WH0,A,A,134,0,1WH0.cif.gz,False,20
5YED,A,A,134,0,5YED.cif.gz,False,1
1G03,A,A,134,0,1G03.cif.gz,False,20
1Q48,A,A,134,0,1Q48.cif.gz,False,20
6E3C,A,C,134,0,6E3C.cif.gz,False,20
2D93,A,A,134,0,2D93.cif.gz,False,20
2EJX,A,A,134,0,2EJX.cif.gz,False,1
1DQG,A,A,134,0,1DQG.cif.gz,False,1
1VEE,A,A,134,0,1VEE.cif.gz,False,20
2L5C,A,A,134,0,2L5C.cif.gz,False,20
2RMJ,A,A,134,0,2RMJ.cif.gz,False,20
3IOS,A,A,134,0,3IOS.cif.gz,False,1
2K4E,A,A,134,0,2K4E.cif.gz,False,20
2NXU,A,A,134,0,2NXU.cif.gz,False,10
2MAR,A,A,134,0,2MAR.cif.gz,False,20
2XV9,A,A,134,0,2XV9.cif.gz,False,20
2OQP,A,A,134,0,2OQP.cif.gz,False,20
2BKD,A,N,134,0,2BKD.cif.gz,False,20
6MZA,A,A,134,0,6MZA.cif.gz,False,20
4MI7,A,A,134,0,4MI7.cif.gz,False,1
1IS5,A,A,134,0,1IS5.cif.gz,False,1
2FZP,A,A,134,0,2FZP.cif.gz,False,1
1ZHV,A,A,134,0,1ZHV.cif.gz,False,1
2EDX,A,A,134,0,2EDX.cif.gz,False,20
2J49,A,A,134,0,2J49.cif.gz,False,1
1JFJ,A,A,134,0,1JFJ.cif.gz,False,20
2KZH,A,A,134,0,2KZH.cif.gz,False,20
1TBD,A,A,134,0,1TBD.cif.gz,False,1
1LU4,A,A,134,0,1LU4.cif.gz,False,1
2K8Q,A,A,134,0,2K8Q.cif.gz,False,20
1C89,A,A,134,0,1C89.cif.gz,False,40
5H1D,A,A,135,0,5H1D.cif.gz,False,1
4WEE,A,A,135,0,4WEE.cif.gz,False,1
2W0I,A,A,135,0,2W0I.cif.gz,False,1
1WJG,A,A,135,0,1WJG.cif.gz,False,1
5SV2,A,A,135,0,5SV2.cif.gz,False,1
5UCC,A,A,135,0,5UCC.cif.gz,False,1
2DBC,A,A,135,0,2DBC.cif.gz,False,20
4Q6L,A,A,135,0,4Q6L.cif.gz,False,1
2M38,A,A,135,0,2M38.cif.gz,False,20
2KK1,A,A,135,0,2KK1.cif.gz,False,20
2MHF,A,A,135,0,2MHF.cif.gz,False,20
2ND9,A,A,135,0,2ND9.cif.gz,False,20
1AQT,A,A,135,0,1AQT.cif.gz,True,1
2KUE,A,A,135,0,2KUE.cif.gz,False,30
1CFE,A,A,135,0,1CFE.cif.gz,False,20
2RJN,A,A,135,0,2RJN.cif.gz,False,1
1I6Z,A,A,135,0,1I6Z.cif.gz,False,25
1XT5,A,A,135,0,1XT5.cif.gz,False,1
2KIV,A,A,135,0,2KIV.cif.gz,False,20
2D9F,A,A,135,0,2D9F.cif.gz,False,20
1SEN,A,A,135,0,1SEN.cif.gz,False,1
1M2E,A,A,135,0,1M2E.cif.gz,False,1
3FLG,A,A,135,0,3FLG.cif.gz,False,1
2LK4,A,A,135,0,2LK4.cif.gz,False,20
1Z9B,A,A,135,0,1Z9B.cif.gz,False,20
2HAJ,A,A,135,0,2HAJ.cif.gz,False,20
2V9V,A,A,135,0,2V9V.cif.gz,False,1
2BL5,A,A,135,0,2BL5.cif.gz,False,17
4CHD,A,A,135,0,4CHD.cif.gz,False,1
2FVT,A,A,135,0,2FVT.cif.gz,False,20
6EZ4,A,A,135,0,6EZ4.cif.gz,False,20
2L4V,A,A,135,0,2L4V.cif.gz,False,20
2JOZ,A,A,135,0,2JOZ.cif.gz,False,20
4GK6,A,A,136,0,4GK6.cif.gz,False,1
5E0Z,A,A,136,0,5E0Z.cif.gz,False,1
1WGU,A,A,136,0,1WGU.cif.gz,False,20
1WFJ,A,A,136,0,1WFJ.cif.gz,False,20
4Q2S,A,A,136,0,4Q2S.cif.gz,False,1
4PQZ,A,A,136,0,4PQZ.cif.gz,False,1
5FJL,A,A,136,0,5FJL.cif.gz,False,1
1XGW,A,A,136,0,1XGW.cif.gz,False,1
2HM8,A,A,136,0,2HM8.cif.gz,False,49
2HST,A,A,136,0,2HST.cif.gz,False,25
1KT9,A,A,136,0,1KT9.cif.gz,False,1
6SGO,A,A,136,0,6SGO.cif.gz,False,20
2M74,A,A,136,0,2M74.cif.gz,False,20
1OJG,A,A,136,0,1OJG.cif.gz,False,10
1V5M,A,A,136,0,1V5M.cif.gz,False,20
2MU0,A,A,136,0,2MU0.cif.gz,False,20
2VO8,A,A,136,0,2VO8.cif.gz,False,1
1D9S,A,A,136,0,1D9S.cif.gz,False,10
1SVJ,A,A,136,0,1SVJ.cif.gz,False,1
2LIO,A,A,136,0,2LIO.cif.gz,False,20
1IUK,A,A,136,0,1IUK.cif.gz,False,1
2FBI,A,A,136,0,2FBI.cif.gz,False,1
3LX0,A,A,136,0,3LX0.cif.gz,False,1
1DUP,A,A,136,0,1DUP.cif.gz,False,1
5OBN,A,A,136,0,5OBN.cif.gz,False,20
1OP4,A,A,136,0,1OP4.cif.gz,False,1
2K9A,A,A,136,0,2K9A.cif.gz,False,50
6ELD,A,A,136,0,6ELD.cif.gz,False,1
4QDN,A,A,136,0,4QDN.cif.gz,False,1
1GKG,A,A,136,0,1GKG.cif.gz,False,24
2L5L,A,A,136,0,2L5L.cif.gz,False,20
1WLO,A,A,136,0,1WLO.cif.gz,False,20
6GKX,A,A,136,0,6GKX.cif.gz,False,1
5ZMR,A,A,136,0,5ZMR.cif.gz,False,20
1K2A,A,A,136,0,1K2A.cif.gz,False,1
3TYJ,A,A,136,0,3TYJ.cif.gz,False,1
1QGV,A,A,137,0,1QGV.cif.gz,False,1
1UKX,A,A,137,0,1UKX.cif.gz,False,20
5K6P,A,A,137,0,5K6P.cif.gz,False,20
5LOZ,A,A,137,0,5LOZ.cif.gz,False,1
1TWU,A,A,137,0,1TWU.cif.gz,False,1
2G7B,A,A,137,0,2G7B.cif.gz,False,1
2KM4,A,A,137,0,2KM4.cif.gz,False,20
2OYN,A,A,137,0,2OYN.cif.gz,False,1
2UZ5,A,A,137,0,2UZ5.cif.gz,False,10
1VKK,A,A,137,0,1VKK.cif.gz,False,1
6JQ4,A,A,137,0,6JQ4.cif.gz,False,1
3ONK,A,A,137,0,3ONK.cif.gz,False,1
1WGP,A,A,137,0,1WGP.cif.gz,False,20
3BPV,A,A,137,0,3BPV.cif.gz,False,1
1JVR,A,A,137,0,1JVR.cif.gz,False,20
1TM9,A,A,137,0,1TM9.cif.gz,False,26
1WK0,A,A,137,0,1WK0.cif.gz,False,20
2B0H,A,A,137,0,2B0H.cif.gz,False,20
2DUW,A,A,137,0,2DUW.cif.gz,False,20
2N3E,A,A,137,0,2N3E.cif.gz,False,20
1U5X,A,A,137,0,1U5X.cif.gz,False,1
2BVB,A,A,137,0,2BVB.cif.gz,False,1
1GAK,A,A,137,0,1GAK.cif.gz,False,1
2LPI,A,A,137,0,2LPI.cif.gz,False,20
4B9I,A,A,137,0,4B9I.cif.gz,False,1
4NHR,A,A,137,0,4NHR.cif.gz,True,1
2GO0,A,A,137,0,2GO0.cif.gz,False,20
3K8U,A,A,137,0,3K8U.cif.gz,False,1
1W7D,A,A,137,0,1W7D.cif.gz,False,1
2GGF,A,A,137,0,2GGF.cif.gz,False,20
6HX0,A,A,137,0,6HX0.cif.gz,False,1
3SO2,A,A,137,0,3SO2.cif.gz,False,1
1B1A,A,A,137,0,1B1A.cif.gz,False,1
2DJ0,A,A,137,0,2DJ0.cif.gz,False,20
3TWY,A,A,137,0,3TWY.cif.gz,False,1
2YS3,A,A,137,0,2YS3.cif.gz,False,20
2END,A,A,137,0,2END.cif.gz,False,1
3HFI,A,A,137,0,3HFI.cif.gz,False,1
3ZPE,A,A,138,0,3ZPE.cif.gz,False,1
2LWY,A,A,138,0,2LWY.cif.gz,False,20
6AR0,A,A,138,0,6AR0.cif.gz,False,1
1CL3,A,A,138,0,1CL3.cif.gz,False,25
1ANU,A,A,138,0,1ANU.cif.gz,False,1
1O1W,A,A,138,0,1O1W.cif.gz,False,7
1JR6,A,A,138,0,1JR6.cif.gz,False,25
1OVQ,A,A,138,0,1OVQ.cif.gz,False,25
2KLO,A,A,138,0,2KLO.cif.gz,False,20
3D22,A,A,138,0,3D22.cif.gz,False,1
4EVM,A,A,138,0,4EVM.cif.gz,False,1
1V06,A,A,138,0,1V06.cif.gz,False,20
2RQ6,A,A,138,0,2RQ6.cif.gz,False,20
5HSM,A,A,138,0,5HSM.cif.gz,False,1
2CXC,A,A,138,0,2CXC.cif.gz,False,1
2CRH,A,A,138,0,2CRH.cif.gz,False,20
6C1Z,A,A,138,0,6C1Z.cif.gz,False,1
1W16,A,A,138,0,1W16.cif.gz,False,1
2LQG,A,A,138,0,2LQG.cif.gz,False,20
1XN5,A,A,138,0,1XN5.cif.gz,False,20
2R6Q,A,A,138,0,2R6Q.cif.gz,False,1
3GT7,A,A,138,0,3GT7.cif.gz,False,1
5EQZ,A,A,138,0,5EQZ.cif.gz,False,1
4AQZ,A,A,138,0,4AQZ.cif.gz,False,20
1Q1U,A,A,138,0,1Q1U.cif.gz,False,1
1BSH,A,A,138,0,1BSH.cif.gz,False,30
2YZ0,A,A,138,0,2YZ0.cif.gz,False,20
2ENJ,A,A,138,0,2ENJ.cif.gz,False,20
1S3C,A,A,138,0,1S3C.cif.gz,False,1
2A1V,A,A,138,0,2A1V.cif.gz,False,1
5YNR,A,A,138,0,5YNR.cif.gz,False,10
6F2Q,A,A,138,0,6F2Q.cif.gz,False,1
1BV8,A,A,138,0,1BV8.cif.gz,False,1
1EY1,A,A,139,0,1EY1.cif.gz,False,15
1U89,A,A,139,0,1U89.cif.gz,False,20
2YVQ,A,A,139,0,2YVQ.cif.gz,False,1
5TE9,A,A,139,0,5TE9.cif.gz,False,1
6KJW,A,A,139,0,6KJW.cif.gz,False,1
2A4D,A,A,139,0,2A4D.cif.gz,False,1
3HMH,A,A,139,0,3HMH.cif.gz,False,1
2JOE,A,A,139,0,2JOE.cif.gz,False,20
1SGO,A,A,139,0,1SGO.cif.gz,False,20
1U6F,A,A,139,0,1U6F.cif.gz,False,20
2FSX,A,A,139,0,2FSX.cif.gz,False,1
2LY7,A,A,139,0,2LY7.cif.gz,False,20
1ZV4,A,X,139,0,1ZV4.cif.gz,False,1
2KEQ,A,A,139,0,2KEQ.cif.gz,False,20
4KEF,A,A,139,0,4KEF.cif.gz,False,1
2M5H,A,A,139,0,2M5H.cif.gz,False,20
2IN0,A,A,139,0,2IN0.cif.gz,False,1
2M9M,A,A,139,0,2M9M.cif.gz,False,10
1VMJ,A,A,139,0,1VMJ.cif.gz,False,1
2M83,A,A,139,0,2M83.cif.gz,False,20
4TTW,A,A,139,0,4TTW.cif.gz,False,1
2MPF,A,A,139,0,2MPF.cif.gz,False,20
2LFP,A,A,139,0,2LFP.cif.gz,False,20
3RZY,A,A,139,0,3RZY.cif.gz,False,1
2KKU,A,A,139,0,2KKU.cif.gz,False,20
2H8A,A,A,139,0,2H8A.cif.gz,True,1
1FIL,A,A,139,0,1FIL.cif.gz,False,1
2CR9,A,A,139,0,2CR9.cif.gz,False,20
1CZ9,A,A,139,0,1CZ9.cif.gz,False,1
1JWF,A,A,139,0,1JWF.cif.gz,False,1
2KSR,A,A,140,0,2KSR.cif.gz,True,20
1GGW,A,A,140,0,1GGW.cif.gz,False,26
2LNT,A,A,140,0,2LNT.cif.gz,False,10
2BW2,A,A,140,0,2BW2.cif.gz,False,25
5MEC,A,A,140,0,5MEC.cif.gz,False,1
3RPB,A,A,140,0,3RPB.cif.gz,False,20
1R36,A,A,140,0,1R36.cif.gz,False,25
3OBS,A,A,140,0,3OBS.cif.gz,False,1
1Y9J,A,A,140,0,1Y9J.cif.gz,False,20
1H8M,A,A,140,0,1H8M.cif.gz,False,1
1H3Q,A,A,140,0,1H3Q.cif.gz,False,1
1IFG,A,A,140,0,1IFG.cif.gz,False,1
